0,13
0,51
0,04
0,17
0,68
0,71
0,83
0,32
0,27
0,09
0,37
0,48
0,90
0,59
0,37
0,49
0,97
0,89
0,55
0,18
0,72
0,87
0,48
0,93
0,70
0,79
0,18
0,71
0,83
0,30
0,20
0,80
0,19
0,76
0,06
0,23
0,92
0,69
0,74
0,96
0,83
0,30
0,22
0,87
0,46
0,83
0,33
0,32
0,29
0,16
0,62
0,49
0,94
0,76
0,03
0,12
0,46
0,85
0,41
0,66
0,62
0,50
0,99
0,94
0,78
0,11
0,44
0,76
0,03
0,12
0,48
0,91
0,65
0,60
0,40
0,61
0,45
0,82
0,26
0,06
0,22
0,88
0,53
0,12
0,48
0,93
0,72
0,90
0,58
0,34
0,35
0,40
0,60
0,41
0,65
0,61
0,44
0,75
0,98
0,94
0,75
0,99
0,95
0,81
0,26
0,02
0,08
0,34
0,35
0,40
0,60
0,38
0,52
0,06
0,25
0,02
0,07
0,28
0,10
0,40
0,61
0,44
0,76
0,02
0,08
0,33
0,31
0,23
0,91
0,65
0,61
0,42
0,68
0,71
0,84
0,35
0,38
0,53
0,11
0,44
0,74
0,97
0,87
0,47
0,90
0,59
0,36
0,43
0,72
0,88
0,52
0,06
0,24
0,97
0,88
0,51
0,04
0,17
0,68
0,71
0,82
0,28
0,12
0,48
0,93
0,73
0,91
0,64
0,55
0,18
0,72
0,89
0,55
0,18
0,72
0,86
0,43
0,73
0,94
0,75
0,99
0,97
0,88
0,52
0,06
0,24
0,94
0,76
0,06
0,23
0,91
0,63
0,50
0,01
0,02
0,07
0,30
0,18
0,73
0,91
0,63
0,51
0,04
0,15
0,62
0,47
0,87
0,46
0,84
0,36
0,43
0,70
0,81
0,24
0,97
0,87
0,47
0,88
0,53
0,10
0,42
0,67
0,66
0,63
0,53
0,12
0,46
0,85
0,39
0,54
0,17
0,67
0,69
0,74
0,96
0,85
0,41
0,66
0,62
0,49
0,98
0,91
0,64
0,57
0,26
0,04
0,17
0,69
0,76
0,04
0,15
0,60
0,40
0,61
0,45
0,81
0,22
0,89
0,54
0,16
0,64
0,55
0,20
0,78
0,13
0,52
0,08
0,34
0,35
0,40
0,59
0,36
0,44
0,76
0,03
0,13
0,52
0,08
0,31
0,25
0,99
0,94
0,76
0,02
0,08
0,32
0,28
0,13
0,53
0,12
0,50
0,98
0,93
0,72
0,89
0,56
0,26
0,03
0,11
0,43
0,73
0,94
0,75
1,00
0,99
0,95
0,81
0,25
0,99
0,95
0,79
0,15
0,62
0,47
0,88
0,50
0,01
0,02
0,08
0,32
0,27
0,10
0,39
0,57
0,27
0,07
0,28
0,11
0,42
0,68
0,71
0,84
0,36
0,43
0,73
0,93
0,71
0,82
0,29
0,17
0,67
0,68
0,71
0,86
0,43
0,72
0,88
0,53
0,12
0,50
0,99
0,97
0,86
0,45
0,79
0,17
0,68
0,73
0,91
0,62
0,48
0,94
0,75
0,99
0,96
0,82
0,29
0,16
0,64
0,57
0,30
0,19
0,74
0,97
0,86
0,44
0,75
0,02
0,07
0,28
0,11
0,45
0,78
0,14
0,55
0,20
0,82
0,26
0,04
0,16
0,63
0,53
0,11
0,42
0,68
0,72
0,89
0,56
0,26
0,02
0,09
0,35
0,41
0,63
0,53
0,12
0,49
0,97
0,86
0,43
0,74
0,95
0,79
0,15
0,61
0,44
0,77
0,09
0,37
0,50
0,99
0,95
0,79
0,16
0,63
0,50
0,02
0,07
0,27
0,10
0,39
0,55
0,20
0,80
0,20
0,82
0,27
0,07
0,28
0,12
0,46
0,86
0,42
0,68
0,70
0,82
0,27
0,08
0,34
0,34
0,35
0,42
0,67
0,68
0,73
0,91
0,65
0,61
0,43
0,71
0,86
0,42
0,69
0,75
0,01
0,03
0,11
0,42
0,69
0,74
0,98
0,90
0,59
0,37
0,48
0,90
0,61
0,44
0,77
0,09
0,37
0,47
0,86
0,44
0,76
0,05
0,21
0,82
0,29
0,18
0,71
0,85
0,39
0,55
0,20
0,79
0,17
0,66
0,63
0,54
0,15
0,59
0,36
0,45
0,81
0,22
0,89
0,57
0,27
0,08
0,32
0,29
0,16
0,63
0,50
0,02
0,07
0,29
0,15
0,59
0,36
0,45
0,79
0,17
0,68
0,74
0,95
0,78
0,12
0,46
0,86
0,42
0,69
0,77
0,07
0,29
0,14
0,57
0,30
0,19
0,75
0,01
0,06
0,23
0,91
0,65
0,61
0,45
0,79
0,17
0,69
0,76
0,05
0,21
0,82
0,28
0,10
0,41
0,62
0,48
0,90
0,60
0,39
0,58
0,30
0,20
0,79
0,15
0,59
0,36
0,43
0,71
0,84
0,36
0,43
0,71
0,83
0,33
0,30
0,21
0,83
0,32
0,27
0,07
0,28
0,12
0,47
0,88
0,53
0,12
0,47
0,87
0,49
0,96
0,84
0,37
0,48
0,92
0,67
0,68
0,73
0,92
0,69
0,75
0,98
0,92
0,67
0,70
0,78
0,14
0,55
0,18
0,73
0,92
0,69
0,75
0,99
0,94
0,76
0,06
0,23
0,93
0,70
0,81
0,25
0,02
0,06
0,25
0,99
0,94
0,77
0,07
0,26
0,04
0,16
0,62
0,49
0,96
0,85
0,40
0,60
0,41
0,64
0,57
0,26
0,04
0,16
0,66
0,63
0,53
0,11
0,45
0,79
0,15
0,58
0,34
0,35
0,39
0,54
0,16
0,64
0,54
0,16
0,62
0,49
0,97
0,89
0,57
0,27
0,06
0,25
0,02
0,06
0,26
0,03
0,13
0,51
0,03
0,11
0,45
0,80
0,20
0,79
0,17
0,66
0,65
0,60
0,41
0,66
0,62
0,49
0,97
0,87
0,47
0,90
0,58
0,33
0,32
0,29
0,16
0,65
0,59
0,35
0,40
0,61
0,45
0,79
0,17
0,68
0,70
0,81
0,25
0,99
0,95
0,79
0,14
0,57
0,27
0,09
0,35
0,39
0,57
0,29
0,18
0,71
0,85
0,39
0,57
0,27
0,07
0,26
0,04
0,17
0,69
0,77
0,08
0,30
0,20
0,81
0,22
0,89
0,57
0,29
0,17
0,67
0,66
0,64
0,55
0,20
0,79
0,18
0,71
0,84
0,34
0,36
0,45
0,80
0,20
0,79
0,16
0,66
0,63
0,52
0,08
0,33
0,31
0,22
0,88
0,51
0,04
0,15
0,58
0,33
0,32
0,29
0,16
0,62
0,48
0,94
0,74
0,96
0,86
0,43
0,72
0,88
0,52
0,06
0,25
0,99
0,94
0,78
0,11
0,44
0,75
0,01
0,04
0,16
0,62
0,48
0,93
0,73
0,91
0,64
0,57
0,26
0,06
0,22
0,88
0,52
0,10
0,38
0,53
0,11
0,44
0,75
0,99
0,97
0,89
0,54
0,16
0,65
0,61
0,44
0,74
0,95
0,81
0,24
0,97
0,88
0,52
0,07
0,30
0,19
0,76
0,04
0,15
0,59
0,38
0,51
0,02
0,10
0,39
0,55
0,18
0,73
0,93
0,71
0,82
0,28
0,13
0,52
0,08
0,30
0,22
0,86
0,45
0,82
0,27
0,06
0,25
0,99
0,97
0,86
0,44
0,75
0,98
0,93
0,71
0,85
0,41
0,65
0,60
0,42
0,66
0,64
0,57
0,29
0,16
0,63
0,52
0,06
0,24
0,98
0,90
0,60
0,40
0,59
0,35
0,41
0,64
0,55
0,20
0,78
0,12
0,48
0,91
0,64
0,55
0,21
0,83
0,33
0,32
0,27
0,10
0,38
0,52
0,08
0,31
0,23
0,93
0,72
0,88
0,52
0,09
0,37
0,50
0,98
0,93
0,70
0,81
0,23
0,93
0,72
0,87
0,50
0,98
0,93
0,74
0,95
0,80
0,20
0,81
0,24
0,96
0,84
0,37
0,50
0,98
0,93
0,70
0,81
0,25
0,01
0,02
0,08
0,34
0,35
0,38
0,53
0,14
0,55
0,20
0,81
0,24
0,96
0,85
0,40
0,59
0,36
0,44
0,75
0,02
0,06
0,25
0,01
0,02
0,09
0,35
0,38
0,54
0,15
0,58
0,32
0,28
0,13
0,53
0,10
0,41
0,65
0,59
0,36
0,44
0,77
0,06
0,25
0,02
0,06
0,23
0,94
0,75
0,99
0,96
0,85
0,39
0,57
0,28
0,14
0,54
0,16
0,65
